Superhero Name,Superhero Biography Name,Superhero Place Of Birth,Superhero First Appearance,Superhero Gender,Superhero Eye Color,Superhero Race,Superhero Hair Color,Superhero Height (Ft),Superhero Height (Cm),Superhero Weight (Lb),Superhero Weight (Kg),Superhero Publisher,Superhero Work Occupation,Superhero Work Base,Superhero Skin Color,Superhero Alignment,Superhero Intelligence,Superhero Strength,Superhero Speed,Superhero Durability,Superhero Power,Superhero Combat,Superhero Agility,Superhero Accelerated Healing,Superhero Lantern Power Ring,Superhero Dimensional Awareness,Superhero Cold Resistance,Superhero Durability.1,Superhero Stealth,Superhero Energy Absorption,Superhero Flight,Superhero Danger Sense,Superhero Underwater Breathing,Superhero Marksmanship,Superhero Weapons Master,Superhero Power Augmentation,Superhero Animal Attributes,Superhero Longevity,Superhero Intelligence.1,Superhero Super Strength,Superhero Cryokinesis,Superhero Telepathy,Superhero Energy Armor,Superhero Energy Blasts,Superhero Duplication,Superhero Size Changing,Superhero Density Control,Superhero Stamina,Superhero Astral Travel,Superhero Audio Control,Superhero Dexterity,Superhero Omnitrix,Superhero Super Speed,Superhero Possession,Superhero Animal Oriented Powers,Superhero Weapon-Based Powers,Superhero Electrokinesis,Superhero Darkforce Manipulation,Superhero Death Touch,Superhero Teleportation,Superhero Enhanced Senses,Superhero Telekinesis,Superhero Energy Beams,Superhero Magic,Superhero Hyperkinesis,Superhero Jump,Superhero Clairvoyance,Superhero Dimensional Travel,Superhero Power Sense,Superhero Shapeshifting,Superhero Peak Human Condition,Superhero Immortality,Superhero Camouflage,Superhero Element Control,Superhero Phasing,Superhero Astral Projection,Superhero Electrical Transport,Superhero Fire Control,Superhero Projection,Superhero Summoning,Superhero Enhanced Memory,Superhero Reflexes,Superhero Invulnerability,Superhero Energy Constructs,Superhero Force Fields,Superhero Self-Sustenance,Superhero Anti-Gravity,Superhero Empathy,Superhero Power Nullifier,Superhero Radiation Control,Superhero Psionic Powers,Superhero Elasticity,Superhero Substance Secretion,Superhero Elemental Transmogrification,Superhero Technopath/Cyberpath,Superhero Photographic Reflexes,Superhero Seismic Power,Superhero Animation,Superhero Precognition,Superhero Mind Control,Superhero Fire Resistance,Superhero Power Absorption,Superhero Enhanced Hearing,Superhero Nova Force,Superhero Insanity,Superhero Hypnokinesis,Superhero Animal Control,Superhero Natural Armor,Superhero Intangibility,Superhero Enhanced Sight,Superhero Molecular Manipulation,Superhero Heat Generation,Superhero Adaptation,Superhero Gliding,Superhero Power Suit,Superhero Mind Blast,Superhero Probability Manipulation,Superhero Gravity Control,Superhero Regeneration,Superhero Light Control,Superhero Echolocation,Superhero Levitation,Superhero Toxin And Disease Control,Superhero Banish,Superhero Energy Manipulation,Superhero Heat Resistance,Superhero Natural Weapons,Superhero Time Travel,Superhero Enhanced Smell,Superhero Illusions,Superhero Thirstokinesis,Superhero Hair Manipulation,Superhero Illumination,Superhero Omnipotent,Superhero Cloaking,Superhero Changing Armor,Superhero Power Cosmic,Superhero Biokinesis,Superhero Water Control,Superhero Radiation Immunity,Superhero Vision - Telescopic,Superhero Toxin And Disease Resistance,Superhero Spatial Awareness,Superhero Energy Resistance,Superhero Telepathy Resistance,Superhero Molecular Combustion,Superhero Omnilingualism,Superhero Portal Creation,Superhero Magnetism,Superhero Mind Control Resistance,Superhero Plant Control,Superhero Sonar,Superhero Sonic Scream,Superhero Time Manipulation,Superhero Enhanced Touch,Superhero Magic Resistance,Superhero Invisibility,Superhero Sub-Mariner,Superhero Radiation Absorption,Superhero Intuitive Aptitude,Superhero Vision - Microscopic,Superhero Melting,Superhero Wind Control,Superhero Super Breath,Superhero Wallcrawling,Superhero Vision - Night,Superhero Vision - Infrared,Superhero Grim Reaping,Superhero Matter Absorption,Superhero The Force,Superhero Resurrection,Superhero Terrakinesis,Superhero Vision - Heat,Superhero Vitakinesis,Superhero Radar Sense,Superhero Qwardian Power Ring,Superhero Weather Control,Superhero Vision - X-Ray,Superhero Vision - Thermal,Superhero Web Creation,Superhero Reality Warping,Superhero Odin Force,Superhero Symbiote Costume,Superhero Speed Force,Superhero Phoenix Force,Superhero Molecular Dissipation,Superhero Vision - Cryo,Superhero Omnipresent,Superhero Omniscient,Superhero First Appearance Date,Id Track of Most Popular Song On Day of First Appearance,Name of Most Popular Song On Day of First Appearance,Popularity of Most Popular Song On Day of First Appearance,Duration Ms of Most Popular Song On Day of First Appearance,Explicit of Most Popular Song On Day of First Appearance,Artists of Most Popular Song On Day of First Appearance,Id Artists of Most Popular Song On Day of First Appearance,Release Date of Most Popular Song On Day of First Appearance,Release Year of Most Popular Song On Day of First Appearance,Danceability of Most Popular Song On Day of First Appearance,Energy of Most Popular Song On Day of First Appearance,Key of Most Popular Song On Day of First Appearance,Loudness of Most Popular Song On Day of First Appearance,Mode of Most Popular Song On Day of First Appearance,Speechiness of Most Popular Song On Day of First Appearance,Acousticness of Most Popular Song On Day of First Appearance,Instrumentalness of Most Popular Song On Day of First Appearance,Liveness of Most Popular Song On Day of First Appearance,Valence of Most Popular Song On Day of First Appearance,Tempo of Most Popular Song On Day of First Appearance,Time Signature of Most Popular Song On Day of First Appearance
Hawkeye,Clinton Francis Barton,"Waverly, Iowa","Tales of Suspense #57 (September, 1964)",Male,blue,Human,Blond,6.266404199475065,191.0,230.0,104.0,Marvel Comics,Adventurer,-,-,good,80.0,15.0,25.0,10.0,30.0,80.0,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1964-09-01,7DSlXCe1TsCW3AWBgJ4YPp,Out Of Sight - Single Version,44.0,142200.0,0.0,['James Brown'],['7GaxyUddsPok8BuhxN6OUW'],1964-09-01,1964.0,0.631,0.432,3.0,-11.478,1.0,0.0434,0.652,0.000396,0.105,0.871,128.171,4.0
Hawkeye II,Katherine Elizabeth Bishop,"New York City, New York","Young Avengers #1 (April, 2005)",Female,blue,Human,Black,5.413385826771654,165.0,126.0,57.0,Marvel Comics,Student; Adventurer; Fugitive,"Bishop Publishing, New York City, New York",-,good,80.0,10.0,10.0,10.0,25.0,50.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1964-09-01,7DSlXCe1TsCW3AWBgJ4YPp,Out Of Sight - Single Version,44.0,142200.0,0.0,['James Brown'],['7GaxyUddsPok8BuhxN6OUW'],1964-09-01,1964.0,0.631,0.432,3.0,-11.478,1.0,0.0434,0.652,0.000396,0.105,0.871,128.171,4.0
Hawkgirl,Kendra Saunders,-,JSA Secret Files #1 (August 1999),Female,green,-,Red,5.741469816272966,175.0,135.0,61.0,DC Comics,"Adventurer, Film School Student, Temp Curator of the Stonechat Museum","St. Roch, Louisiana, JLA Watchtower; formerly Manhattan, New York (as a member of the JSA)",-,good,80.0,30.0,55.0,100.0,100.0,75.0,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1940-01-31,,,,,,,,,,,,,,,,,,,,,
Hawkman,Carter Hall,-,FLASH COMICS #1 (January 1940),Male,blue,-,Brown,6.069553805774278,185.0,195.0,88.0,DC Comics,Adventurer,-,-,good,90.0,40.0,60.0,75.0,85.0,80.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1940-01-31,,,,,,,,,,,,,,,,,,,,,
Heat Wave,Mick Rory,-,"Flash #140 (November, 1963)",Male,blue,Human,No Hair,5.905511811023622,180.0,179.0,81.0,DC Comics,Professional Criminal,Central City,-,bad,75.0,10.0,20.0,45.0,30.0,30.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1963-11-01,7ngRS53kqxLcEt9Pythc5d,You Don't Own Me,63.0,150000.0,0.0,['Lesley Gore'],['08b2PA6eFyugsWAk41eQKZ'],1963-11-01,1963.0,0.473,0.434,2.0,-10.02,1.0,0.0257,0.701,0.0,0.628,0.711,94.814,3.0
Hela,-,-,Journey into Mystery #102,Female,green,Asgardian,Black,6.988188976377953,213.0,500.0,225.0,Marvel Comics,"Asgardian Goddess of Death, former Ruler of Hel and Niffleheim",-,-,bad,85.0,100.0,50.0,100.0,100.0,45.0,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2001-02-28,6HAcngnAkOIgpfU0jGsXri,Cha Cha Linda,44.0,180840.0,0.0,['Hermanos Martinez Gil'],['28L8txPUafzgMa9HllGtlv'],2001-02-28,2001.0,0.728,0.358,2.0,-5.556,0.0,0.0462,0.77,1.41e-06,0.334,0.665,112.873,4.0
Hellcat,Patricia Walker,"Centerville, CA USA","Avengers #144 (February, 1976)",Female,blue,Human,Red,5.675853018372703,173.0,135.0,61.0,Marvel Comics,"Housemaker, model, adventurer, supernatural investigator","San Francisco, CA USA",-,good,85.0,15.0,35.0,45.0,50.0,70.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1944-11-01,,,,,,,,,,,,,,,,,,,,,
Hellstorm,Daimon Hellstrom,"Greentown, Massachusetts",(as Hellstorm) West Coast Avengers (second series) #14,Male,red,-,Red,6.069553805774278,185.0,180.0,81.0,Marvel Comics,"Ruler of Hell, former Demonologist, occult investigator, exorcist and priest","Hell, formerly San Francisco, California",-,good,80.0,65.0,60.0,75.0,90.0,65.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1973-09-01,3K0SJUQNbOkUprTFcwwAKN,Jungle Boogie,65.0,186533.0,0.0,['Kool & The Gang'],['3VNITwohbvU5Wuy5PC6dsI'],1973-09-01,1973.0,0.808,0.85,5.0,-8.772,1.0,0.0868,0.115,0.000109,0.316,0.717,106.855,4.0
Hercules,Heracles,"Thebes, Greece",-,Male,blue,Demi-God,Brown,6.430446194225722,196.0,325.0,146.0,Marvel Comics,"Adventurer, Olympian God of Strength and Labor, later Olympian God of Heroes","Brooklyn; formerly Infinite Avengers Mansion, Mount Olympus, Avengers Mansion, Hydrobase",-,good,85.0,100.0,50.0,85.0,90.0,100.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1945-06-01,,,,,,,,,,,,,,,,,,,,,
Hobgoblin,Roderick Kingsley,-,-,Male,blue,-,Grey,5.905511811023622,180.0,185.0,83.0,Marvel Comics,Fashion designer,-,-,bad,65.0,60.0,60.0,60.0,65.0,60.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1980-06-30,3D8KAebbZgAFdVjTrsNgOI,Race with the Devil,51.0,171960.0,0.0,['Girlschool'],['2TRtXTjjmyzK5oUGec1Gv8'],1980-06-30,1980.0,0.21,0.882,0.0,-6.942,0.0,0.111,0.000238,0.671,0.318,0.329,169.758,4.0
Hollow,Monet St. Croix,-,Generation X #1 (1994),Female,blue,-,Red,5.57742782152231,170.0,,,Marvel Comics,-,Massachusetts Academy; Phil Urich's aprtment,-,good,85.0,80.0,80.0,80.0,80.0,80.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1994-07-01,1OFKUn2VLafrHj7ybnap0Q,Only Wanna Be with You,70.0,229587.0,0.0,['Hootie & The Blowfish'],['08ct2eZF5lUPdJpHwNKWof'],1994-07-01,1994.0,0.49,0.873,6.0,-5.861,1.0,0.0355,0.107,5.19e-06,0.118,0.513,103.272,4.0
Hope Summers,Hope Summers,-,X-Men Vol 2 #205 (2008),Female,green,-,Red,5.511811023622047,168.0,106.0,48.0,Marvel Comics,-,-,-,good,85.0,10.0,15.0,35.0,95.0,75.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2008-01-01,4NOZ35Dhucr6UlVyLOtktd,Dangerous,82.0,246053.0,1.0,"['Kardinal Offishall', 'Akon']","['5P2rwRBgIN450RaJxdjYdA', '0z4gvV4rjIZ9wHck67ucSV']",2008-01-01,2008.0,0.949,0.79,8.0,-5.957,1.0,0.0756,0.00437,0.0,0.0816,0.807,117.002,4.0
Hulk,Robert Bruce Banner,"Dayton, Ohio","Incredible Hulk #1 (May, 1962)",Male,green,Human / Radiation,Green,8.005249343832022,244.0,1400.0,630.0,Marvel Comics,"Nuclear physicist, Agent of S.H.I.E.L.D.","(Banner) Hulkbuster Base, New Mexico, (Hulk) mobile, but prefers New Mexico",green,good,95.0,100.0,65.0,100.0,100.0,85.0,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1962-05-31,,,,,,,,,,,,,,,,,,,,,
Human Torch,Jonathan Lowell Spencer Storm,"Glenville, Long Island, New York",Fantastic Four #1 (1961),Male,blue,Human / Radiation,Blond,5.83989501312336,178.0,170.0,77.0,Marvel Comics,Adventurer,"Pier Four, New York City",-,good,85.0,15.0,65.0,70.0,90.0,45.0,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1961-11-30,,,,,,,,,,,,,,,,,,,,,
Huntress,Helena Rosa Bertinelli,-,Huntress #1 (April 1989),Female,blue,-,Black,5.905511811023622,180.0,130.0,59.0,DC Comics,Vigilante; High school English teacher,Mobile; primarily Gotham City and Metropolis,-,good,85.0,10.0,25.0,30.0,35.0,95.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1966-04-01,4PFiLGx8jAzcAJxwPLUeZ9,Cigarettes and Coffee,64.0,240800.0,0.0,['Otis Redding'],['60df5JBRRPcnSpsIMxxwQm'],1966-04-01,1966.0,0.483,0.275,0.0,-13.609,1.0,0.0418,0.232,0.0,0.125,0.31,138.063,3.0
